study,model,temp,item,k,category,recent,n_valid,NCI,accuracy,modal,phat,modal_correct,key
S2-JP,GPT-4o,1.0,108_2019-PM-22,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,108_2019-PM-41,4,Priority,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,108_2019-PM-48,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,108_2019-PM-49,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,108_2019-PM-66,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,108_2019-PM-69,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,108_2019-PM-70,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,109_2020-AM-112,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,109_2020-AM-64,4,Priority,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,109_2020-PM-35,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,109_2020-PM-38,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,109_2020-PM-60,4,Ethical,N,30,0.8945788498407339,0.9666666666666667,B,0.9666666666666667,1,B
S2-JP,GPT-4o,1.0,109_2020-PM-63,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,109_2020-PM-69,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,110_2021-AM-29,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,110_2021-AM-52,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,110_2021-AM-65,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,110_2021-AM-68,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,110_2021-PM-40,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,110_2021-PM-43,4,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,110_2021-PM-71,4,Priority,N,30,0.5259608782030473,0.36666666666666664,A,0.6333333333333333,0,B
S2-JP,GPT-4o,1.0,111_2022-AM-118,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,111_2022-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,111_2022-AM-73,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,111_2022-AM-75,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,111_2022-AM-92,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,111_2022-PM-48,4,Priority,Y,30,0.789986999155956,0.9333333333333333,A,0.9333333333333333,1,A
S2-JP,GPT-4o,1.0,111_2022-PM-70,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,111_2022-PM-97,4,Priority,Y,30,0.5408520829727552,0.6666666666666666,C,0.6666666666666666,1,C
S2-JP,GPT-4o,1.0,112_2023-AM-54,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,112_2023-AM-66,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,112_2023-AM-69,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,112_2023-AM-95,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,112_2023-PM-45,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,112_2023-PM-84,5,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,113_2024-AM-53,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,113_2024-AM-58,4,Ethical,Y,30,0.5145247027726657,0.6,D,0.6,1,D
S2-JP,GPT-4o,1.0,113_2024-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,113_2024-AM-64,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,113_2024-PM-60,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,114_2025-AM-61,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,114_2025-AM-73,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,114_2025-AM-75,4,Ethical,Y,30,0.5408520829727552,0.3333333333333333,D,0.6666666666666666,0,B
S2-JP,GPT-4o,1.0,114_2025-PM-29,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,114_2025-PM-56,4,Priority,Y,30,1.0,0.0,C,1.0,0,D
S2-JP,GPT-4o,1.0,114_2025-PM-57,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-10,4,Knowledge,Y,30,0.8233203324892893,0.9333333333333333,C,0.9333333333333333,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-11,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-15,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-18,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-19,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-20,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-24,5,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-25,5,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-26,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-28,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-29,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-31,4,Ethical,Y,30,0.5064311128139068,0.0,A,0.5666666666666667,0,D
S2-JP,GPT-4o,1.0,115_2026-AM-36,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-37,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-38,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-40,4,Knowledge,Y,30,0.8945788498407339,0.9666666666666667,D,0.9666666666666667,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-41,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-44,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-45,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-47,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-48,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-49,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-51,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-AM-53,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-55,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-56,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-57,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-59,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-AM-60,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-62,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.0,115_2026-AM-65,4,Knowledge,Y,30,1.0,0.0,B,1.0,0,A
S2-JP,GPT-4o,1.0,115_2026-AM-68,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-AM-69,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-PM-45,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.0,115_2026-PM-46,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.0,115_2026-PM-69,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.0,115_2026-PM-72,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,107_2018-AM-32,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,107_2018-AM-60,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,107_2018-AM-78,5,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,107_2018-AM-81,5,Priority,N,30,1.0,1.0,E,1.0,1,E
S2-JP,GPT-4o,1.5,108_2019-AM-45,4,Priority,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,108_2019-AM-59,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,108_2019-AM-63,4,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,108_2019-PM-22,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,108_2019-PM-41,4,Priority,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,108_2019-PM-48,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,108_2019-PM-49,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,108_2019-PM-66,4,Priority,N,30,0.614828114601876,0.8333333333333334,D,0.8333333333333334,1,D
S2-JP,GPT-4o,1.5,108_2019-PM-69,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,108_2019-PM-70,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,109_2020-AM-112,4,Priority,N,30,0.8945788498407339,0.9666666666666667,C,0.9666666666666667,1,C
S2-JP,GPT-4o,1.5,109_2020-AM-64,4,Priority,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,109_2020-PM-35,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,109_2020-PM-38,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,109_2020-PM-60,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,109_2020-PM-63,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,109_2020-PM-69,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,110_2021-AM-29,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,110_2021-AM-52,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,110_2021-AM-65,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,110_2021-AM-68,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,110_2021-PM-40,4,Priority,N,30,0.8945788498407339,0.9666666666666667,C,0.9666666666666667,1,C
S2-JP,GPT-4o,1.5,110_2021-PM-43,4,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,110_2021-PM-71,4,Priority,N,30,0.43176133271193895,0.36666666666666664,A,0.6,0,B
S2-JP,GPT-4o,1.5,111_2022-AM-118,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,111_2022-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,111_2022-AM-73,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,111_2022-AM-75,4,Priority,Y,30,0.8945788498407339,0.9666666666666667,D,0.9666666666666667,1,D
S2-JP,GPT-4o,1.5,111_2022-AM-92,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,111_2022-PM-48,4,Priority,Y,30,0.8945788498407339,0.9666666666666667,A,0.9666666666666667,1,A
S2-JP,GPT-4o,1.5,111_2022-PM-70,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,111_2022-PM-97,4,Priority,Y,30,0.35660793311164485,0.7,C,0.7,1,C
S2-JP,GPT-4o,1.5,112_2023-AM-54,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,112_2023-AM-66,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,112_2023-AM-69,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,112_2023-AM-95,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,112_2023-PM-45,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,112_2023-PM-84,5,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,113_2024-AM-53,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,113_2024-AM-58,4,Ethical,Y,30,0.5016041840091817,0.4666666666666667,A,0.5333333333333333,0,D
S2-JP,GPT-4o,1.5,113_2024-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,113_2024-AM-64,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,113_2024-PM-60,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,114_2025-AM-61,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,114_2025-AM-73,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,114_2025-AM-75,4,Ethical,Y,30,0.5145247027726657,0.4,D,0.6,0,B
S2-JP,GPT-4o,1.5,114_2025-PM-29,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,114_2025-PM-56,4,Priority,Y,30,0.7195874115026348,0.03333333333333333,C,0.9,0,D
S2-JP,GPT-4o,1.5,114_2025-PM-57,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-10,4,Knowledge,Y,30,0.614828114601876,0.8333333333333334,C,0.8333333333333334,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-11,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-15,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-18,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-19,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-20,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-24,5,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-25,5,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-26,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-28,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-29,4,Knowledge,Y,29,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-31,4,Ethical,Y,30,0.35837262336177356,0.06666666666666667,A,0.5,0,D
S2-JP,GPT-4o,1.5,115_2026-AM-36,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-37,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-38,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-40,4,Knowledge,Y,30,0.5408520829727552,0.6666666666666666,D,0.6666666666666666,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-41,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-44,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-45,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-47,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-48,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-49,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-51,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-AM-53,4,Knowledge,Y,30,0.8945788498407339,0.9666666666666667,A,0.9666666666666667,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-55,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-56,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-57,4,Knowledge,Y,30,0.8945788498407339,0.9666666666666667,B,0.9666666666666667,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-59,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-AM-60,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-62,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,GPT-4o,1.5,115_2026-AM-65,4,Knowledge,Y,30,0.674988789175823,0.16666666666666666,B,0.8333333333333334,0,A
S2-JP,GPT-4o,1.5,115_2026-AM-68,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-AM-69,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-PM-45,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,GPT-4o,1.5,115_2026-PM-46,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,GPT-4o,1.5,115_2026-PM-69,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,GPT-4o,1.5,115_2026-PM-72,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,107_2018-AM-32,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,107_2018-AM-60,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,107_2018-AM-78,5,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,107_2018-AM-81,5,Priority,N,30,1.0,1.0,E,1.0,1,E
S2-JP,Gemini,0.0,108_2019-AM-45,4,Priority,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,108_2019-AM-59,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,108_2019-AM-63,4,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,108_2019-PM-22,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,108_2019-PM-41,4,Priority,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,108_2019-PM-48,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,108_2019-PM-49,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,108_2019-PM-66,4,Priority,N,30,1.0,0.0,B,1.0,0,D
S2-JP,Gemini,0.0,108_2019-PM-69,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,108_2019-PM-70,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,109_2020-AM-112,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,109_2020-AM-64,4,Priority,N,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,109_2020-PM-35,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,109_2020-PM-38,4,Ethical,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,109_2020-PM-60,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,109_2020-PM-63,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,109_2020-PM-69,4,Ethical,N,30,1.0,0.0,C,1.0,0,B
S2-JP,Gemini,0.0,110_2021-AM-29,4,Ethical,N,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,110_2021-AM-52,4,Ethical,N,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,110_2021-AM-65,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,110_2021-AM-68,4,Priority,N,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,110_2021-PM-40,4,Priority,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,110_2021-PM-43,4,Ethical,N,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,110_2021-PM-71,4,Priority,N,30,1.0,0.0,A,1.0,0,B
S2-JP,Gemini,0.0,111_2022-AM-118,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,111_2022-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,111_2022-AM-73,4,Ethical,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,111_2022-AM-75,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,111_2022-AM-92,4,Priority,Y,30,1.0,0.0,A,1.0,0,B
S2-JP,Gemini,0.0,111_2022-PM-48,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,111_2022-PM-70,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,111_2022-PM-97,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,112_2023-AM-54,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,112_2023-AM-66,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,112_2023-AM-69,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,112_2023-AM-95,4,Priority,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,112_2023-PM-45,4,Priority,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,112_2023-PM-84,5,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,113_2024-AM-53,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,113_2024-AM-58,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,113_2024-AM-60,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,113_2024-AM-64,4,Ethical,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,113_2024-PM-60,4,Priority,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,114_2025-AM-61,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,114_2025-AM-73,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,114_2025-AM-75,4,Ethical,Y,30,1.0,0.0,D,1.0,0,B
S2-JP,Gemini,0.0,114_2025-PM-29,4,Ethical,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,114_2025-PM-56,4,Priority,Y,30,1.0,0.0,A,1.0,0,D
S2-JP,Gemini,0.0,114_2025-PM-57,4,Priority,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,115_2026-AM-10,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,115_2026-AM-11,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,115_2026-AM-15,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,115_2026-AM-18,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,115_2026-AM-19,4,Knowledge,Y,30,1.0,1.0,C,1.0,1,C
S2-JP,Gemini,0.0,115_2026-AM-20,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,115_2026-AM-24,5,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,115_2026-AM-25,5,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,115_2026-AM-26,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,115_2026-AM-28,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,115_2026-AM-29,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,115_2026-AM-31,4,Ethical,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,115_2026-AM-36,4,Knowledge,Y,30,1.0,1.0,A,1.0,1,A
S2-JP,Gemini,0.0,115_2026-AM-37,4,Knowledge,Y,30,1.0,1.0,B,1.0,1,B
S2-JP,Gemini,0.0,115_2026-AM-38,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,115_2026-AM-40,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
S2-JP,Gemini,0.0,115_2026-AM-41,4,Knowledge,Y,30,1.0,1.0,D,1.0,1,D
